Title,Description,Keywords,SENTENCE1,QUESTION1,SENTENCE2,QUESTION2,SENTENCE3,QUESTION3,SENTENCE4,QUESTION4,SENTENCE5,QUESTION5,SENTENCE6,QUESTION6,SENTENCE7,QUESTION7,SENTENCE8,QUESTION8,SENTENCE9,QUESTION9,SENTENCE10,QUESTION10,SENTENCE11,QUESTION11,SENTENCE12,QUESTION12,SENTENCE13,QUESTION13,SENTENCE14,QUESTION14,SENTENCE15,QUESTION15
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",She felt like quitting but kept trying.,Why was Sara's dad proud of her for not giving up?,"If your skin bleeds, it means you have cut the dermis layer and damaged blood vessels.",Where does the cut really hurt?,"The driver of the Facel Vega car, Michel Gallimard, who was Camus's publisher and close friend, also died in the accident.",How did Camus die?,One of the most dominant and easily noted factors is language.,What is one of the most dominant and noted factors of cultural identity?,The wind carries sediment.,How does strong wind cause abrasion?,She had it for a long time so it is now a dark brown color.,What colors has Joey displayed in his life?,Also important is the direction the winds are blowing at this location.,What besides proximity to the ocean (water) can have a big effect on climate?,"When my father died, a year after my mother, my sisters and I cleaned out their apartment.",Father died how many years after mother?,"At that , Richie , a cocky teenager , stands up and screams Madman Marz , throwing a rock into his old house , smashing a window .",What are the consequences of Richie yelling out Madman Marz's name?,"As a result , a philosophy professor , Dr. Jonathon Barnett , resigns his teaching position and decides to become an advocate for the counterculture youth movement and , specifically , the use of LSD .",What made Dr. Jonathon Barnett to resign his teaching position?,To him we owe the choir and eastern transept.,Who was responsible for initially building the choir and eastern transept and in what year did he start?,"After hearing this, his mom marched him up to the bathroom and forced him to brush his teeth.",What two things did Joey's mom tell him to get him to brush his teeth?,"If light strikes a new substance at an angle, the light appears to bend.",You can see when light changes speed when it passes from one matter to another and what causes the light to appear to bend?,"RMS International Inc., Hasbrouk Heights, N.J., facing a cash-flow squeeze, said it is seeking other financing sources and waivers from debenture holders.",Why is RMS Inc facing a cash-flow squeeze?,"By late May 2000, two operatives assigned to the planes operation were already in the United States.",What cell operatives arrived in the US shortly after May 2000?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Then Yonggary is transported to a power plant where he is attacked by rocket pack soldiers .,What was Yonggary attacked by after the jets?,"There was a little murmur of protest at this, for the house appeared to be scarcely bigger than the automobile.",What was the bungalow scarcely bigger than?,An arrow can also have the energy of motion.,What types of energy do a moving ball or flying arrow have?,"In January 1785, Hamilton attended the second meeting of the New York Manumission Society (NYMS).","Hamilton was the first president of what New York, abolitionist organization?","The President remained in the classroom for another five to seven minutes, while the children continued reading.",Who went to a holding room shortly before 9:15,"They stumble upon the cave once again , where the zombies appear and attack .",What happened after Jenny and Chuck fleed?,But I think it is certain that most of the early Christians understood these words of our Lord's ascension and coming again in glory.,Who believed their Lord was coming again in a very little while during their own life-time?,"Their mother, Deborah, likes to have Billy and Sally dress up in costumes and play a game where they are answering the telephone.",Billy has blonde hair like who?,"Sending Sarah to her office to retrieve tools to help her translate the text on the artifacts , the curator is promptly attacked by the demonic agents of Mater Lachrymarum .","What attacked and pursued Sarah, what or who helped her escape, how and where did she spend the night?","The long-term plan would include the establishment of an Infrastructure Bank, which would leverage federal dollars and focus on projects that could deliver the the biggest bang for the buck, Obama said.",What is the framework to improve transportation spending?,The deposits form an alluvial fan.,What type of feature is formed when mountain streams in arid regions flow onto flatter land and the stream comes to a rapid stop?,"In Tocqueville's mind, this explained why America was so different from Europe.",How did Europeans' and Americans' attitudes toward amassing wealth differ?,Near the equator is the tropical zone.,Which climate zone is situated between the other two geographically?,"Instead of kinetic energy, they have stored energy.",What kind of energy do leaves have while still on the trees?,"To understand how the organization actually worked and to introduce the origins of the 9/11 plot, we briefly examine three of these subordinate commanders: Khalid Sheikh Mohammed (KSM), Riduan Isamuddin (better known as Hambali), and Abd al Rahim al Nashiri.",What were parts of Khalid Sheikh Mohammed's educational journey?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Fenton commented that the double eagle had been on a long historic journey, with a very satisfying ending.",How many bidders bid for how long for the 1993 double eagle?,"Alexander personally defeated the Scythians at the Battle of Jaxartes and immediately launched a campaign against Spitamenes, defeating him in the Battle of Gabai.",Why did Alexander defeat Spitamenes at the Battle of Gabai?,President Clinton was deeply concerned about Bin Ladin.,Was President Clinton concerned and what did the U.S Government want to be done to Bin Ladin?,"A 2002 survey ranked Bandura as the fourth most-frequently cited psychologist of all time, behind B. F. Skinner, Sigmund Freud, and Jean Piaget, and as the most cited living one.","What influential experiment, conducted in 1961, is the fourth most often cited psychologist responsible for?","A division was made of the gold, and the lads started by train for New York, and the next day took their passages for England.",What happened to the gold?,"Sent by the Egyptian government to study in the United States in the late 1940s, Qutb returned with an enormous loathing of Western society and history.",What was the name and significance of the writer that Bin Ladin relied heavily on and how did the writer attain this view?,Johnny waits outside for an hour.,Johnny waited for how long until he realized that he needed money for the ice cream truck?,"In Sarasota, Florida, the presidential motorcade was arriving at the Emma E. Booker Elementary School, where President Bush was to read to a class and talk about education.",Where were the President and Vice President when the aircraft hit the Twin Towers on 9/11?,Its usually a mixture of particles and rocks.,What do glaciers leave behind as they melt?,"Blood vessels in the skin dilate, or widen.",What are two ways in which the body cools down?,"Additionally, Las Vegas had been made a part of Nevada’s new Clark County in 1909, a year when the legislature also outlawed gambling.",What stopped the progress of Las Vegas?,"His portrait has continued to appear on US postage and currency, and most notably appears on the modern $10 bill, though it was announced on 18 June 2015 that his portrait would be replaced by that of a woman, to reflect the changing nature of American democracy and society.",Who created the original artwork for Hamilton's face that is on the current $10 bill?,Its 1997 final report did not discuss the possibility of suicide hijackings.,What did the 1997 Gore Commission's final report discuss possible issues with aviation safety and security?,"It's almost like it's a renaissance, says Cashawn Myers, director of HABESHA Inc. There's a Ghanaian proverb that says Sankofa.","Cashawn Myers, president of HABESHA, references the proverb Sankofa. What does the process of going through Sankofa mean?","Richie has the perfect musical collaborator in his best friend , Kevin Tucker , who has a voice second only to James Brown .",Who helps Richie and Kevin?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The moonlight shone broadly on it, and he could detect the very shape and size of its lock.",Did the moonlight both help but potentially hinder Sweetwater?,To determine speed you must know two things.,What is the formula for speed?,Gandee was happy with life before death He was one of the nine cast members of Buckwild.,Who was involved in the investigation of Gandee's death?,Thats how it looked when it was young.,How would the universe look without gravity when it was young?,"While Timmy calls the police from a neighbor 's house , Debbie manages to escape from the backyard and gets inside her mother 's car .",What is the name of Curtis and Steven's mother?,Mutations are a random change.,Are mutations always harmful?,"Like Atta, Binalshibh, and Shehhi, Jarrah aspired to pursue higher education in Germany.",Were there inferences that Ziad might be an extremist?,"The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time.",Did Elettra take arsenic in the past?,Slow moving water erodes the sides of their channels more than the bottom.,Are large curves formed in streams when water is moving quickly?,The grandmother arrives on the scene.,How many people come to comfort the baby?,"After three unsuccessful assaults, the stronghold fell, but not before Alexander had received a serious shoulder wound.",How many assaults did it take to capture the stronghold?,"Defeated last month for re-election, Gov. Roy Barnes announced Tuesday that he will spend his first six months out of office as an unpaid attorney for the Atlanta Legal Aid Society, where he will represent poor people.",Why is Gov. Roy Barnes donating his time after being in office?,“Wouldn't we know it if we were part of a rebellion?,Who did not believe they were in a rebellion?,The highest point of a wave is the crest.,What do we know about wind from the paragraph?,You will also notice the ocean floor is not flat.,What are the characteristics of the ocean floor?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","When Alexander destroyed Tyre, most of the towns on the route to Egypt quickly capitulated.",What book was shown to Alexander according to Josephus?,"While Timmy calls the police from a neighbor 's house , Debbie manages to escape from the backyard and gets inside her mother 's car .",What happens to Debbie after Curtis and Steven are captured?,"In the U.S., this is usually expressed in miles per hour (see Figure 1.46).",What are measures of speed?,Mutations are natural.,Is it natural for some traits to vary from parent to offspring?,It too has many Continents are much older than ocean basins.,What are the characteristics of continents?,"The prescription was for a preparation of arsenic, which Matilde had formerly taken for some time.",What stuff was Matilde so anxious to have before luncheon?,The lowest point is the trough.,What do we know about wavelength from the paragraph?,He began criticizing her for not being religious enough and for dressing too provocatively.,Who did Jarrah criticize?,He could see the latter plainly from where he halted in the thick of the shadows.,From where could he see the door in the wall?,The same force that causes your pencil to roll off your desk.,What does gravity do on Earth?,This privilege to practice law is just that - it's a privilege.,What does Roy Barnes think about the privilege of practicing law?,"If water is moving slowly enough, the sediment being carried may settle out.",What type of stream can create deposition?,"The violent arena of domestic abuse litigation has grown a bit more volatile here, now that a judge has decided to hold two women in contempt of court for returning to men who had been ordered to stay away from them.",What ruling made by Judge Thornton are advocates for battered women planning to appeal?,"While some park residents decided to move, others, including 25 families, organized an informal association to relocate or save their homes.",How many families left the Mobile Park Plaza before the fight to stay was organized?,"Buckwild' producer talks about the show Earlier this day after releasing information Shain Gandee was missing, the Kanawha County Sheriff's Office received word of a disabled vehicle in a wooded area near Thaxton Hollow, Sissonville, Kanawha County WV, said a statement from the Sheriff's Office.",Who was Shain Gandee?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","In his 21st-century biography, Chernow cites this incident as evidence that Hamilton and Laurens saw the Revolution and the struggle against slavery as inseparable.",How did Hamilton feel about black people?,This energy is stored energy.,Does stored energy require motion?,Smaller sediments are dropped as the slope becomes less steep.,Are larger sediments dropped in steeper or less steep areas than smaller sediments in the same stream?,He decided to make a brief statement from the school before leaving for the airport.,Who made a brief statement before going to the airport,This will not only create jobs immediately.,"What did the president say would be two significant benefits of spending to rebuild many miles of roads, railways, and runways?",They have a fun life growing up on the farm.,Where do Billy and Sally Live?,But I think it is certain that most of the early Christians understood these words of our Lord's ascension and coming again in glory.,Did early Christians believe Christ was coming back to the world?,"In many parts of the world, trees lose their leaves in autumn.",What happens to leaves in autumn in many parts of the world?,"After explaining , Holly and Hughes go to the site to stop Campbell but it is too late and Aliens resurrect Yonggary .",What happens when Yonggary is dispatched by the aliens?,"British historian Martin Gilbert notes that Churchill responded immediately, and sent his friend, physicist Frederick Lindemann to Germany to seek out Jewish scientists and place them in British universities.","Which two nations placed and employed German-Jewish scientists, due to Einstein's urging?","This rapidly democratizing society, as Tocqueville understood it, had a population devoted to middling values which wanted to amass, through hard work, vast fortunes.",How did Europeans' and Americans' attitudes toward amassing wealth differ?,"The urn is shipped to the Museum of Ancient Art in Rome , where Sarah Mandy , an American studying art restorationworks .",Who does the Catholic Church entrust the urn to?,"The mercenaries encounter their first zombie , who injures a member of the team .",Where do the mercenaries go to protect themselves after encountering their first zombie?,The first climate zone is the polar zone.,What are the world's three climate zones?,"To understand how the organization actually worked and to introduce the origins of the 9/11 plot, we briefly examine three of these subordinate commanders: Khalid Sheikh Mohammed (KSM), Riduan Isamuddin (better known as Hambali), and Abd al Rahim al Nashiri.",What school did Khalid attend in North Carolina?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","In the absence of information that the crash was anything other than an accident, the White House staff monitored the news as they went ahead with their regular schedules.",What was the White House response to the initial reports of the crash?,The first postage stamp to honor Hamilton was issued by the U.S. Post Office in 1870.,In what year did Hamilton first appear on both currency and postage?,The skin helps maintain a constant body temperature.,Whose loss from the body is prevented by the skin?,When they reached St. Louis they separated.,What towns did Dave and Joe travel through?,Johnny buys 4 ice cream pops and some candy.,Why does Johnny get a dollar from the ice cream truck?,It didn’t take long for the city to establish itself as a wild-West town with an “anything goes” attitude.,In what city was the lengthiest city wide tourism campaigns ever made?,Wind energy is transferred to the sea surface.,How does energy travel through water?,The Bobo Doll Experiment was how Albert Bandura studied aggression and non-aggression in children.,When was Bandura working with children?,Drumlins often occur in groups.,What can be deducted from the decreasing width of the drumlins groups?,"It's almost like it's a renaissance, says Cashawn Myers, director of HABESHA Inc. There's a Ghanaian proverb that says Sankofa.",What is Sankofa and what does it mean?,"First, no domestic hijacking had occurred in a decade.",What are the three reasons the FAA perceived sabotage as a greater threat to aviation than hijacking before 9?11?,Percy Price is a local legend on the saxophone .,Who was the musician the kids would listen to practicing while they were growing up?,He repeatedly calls on his followers to embrace martyrdom since the walls of oppression and humiliation cannot be demolished except in a rain of bullets.,Who calls on his followers to embrace martyrdom since the walls of oppression and humiliation cannot be demolished except in a rain of bullets.,"After the defeat, Spitamenes was killed by his own men, who then sued for peace.",Who did Spitamenes's men sue for peace?,"Eight bidders were joined by 500 coin collectors and dealers in an auction house audience seemingly devoid of celebrity bidders, while an additional 534 observers followed the bidding on eBay.",How many bidders bid for how long for the 1993 double eagle?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Usually when they play the game, Billy answers the telephone in a loud voice, and Sally answers the telephone in a quiet voice.",What game do Billy and Sally play where they dress up?,"And, as I said, a sadness fell on all the Church.",Why did a sadness fall on the Church?,"Hamilton argued that the natural faculties of blacks were as good as those of free whites, and he warned that the British would arm the slaves if the patriots did not.",Hamilton was a strong proponent of free rights for black people.,"Einstein later contacted leaders of other nations, including Turkey's Prime Minister, Ismet Inonu, who he wrote in September 1933 requesting placement of unemployed German-Jewish scientists.","Which two nations placed and employed German-Jewish scientists, due to Einstein's urging?",America is under attack.,How was America attacked?,A group of researchers at a remote jungle island outpost discover the natives are practicing voodoo and black magic .,Who kills the local priest?,"As the arrow is released, the bow releases its stored energy and puts the arrow into motion.",What type of energy is released when a drawn bow releases an arrow?,"Milwaukee, Wisconsin (CNN) -- President Barack Obama, in a bid to create jobs and boost economic growth, called on Congress on Monday to pass a $50 billion plan to renew the country's transportation infrastructure.","To what is the president referring when he says, We can have it again?",Potential energy can be transferred into motion.,How does potential energy exist and change?,Sarah tells the police what happened as she spends the night with Michael and his son .,"What attacked and pursued Sarah, what or who helped her escape, how and where did she spend the night?","Krishan Kumar, Kandhamal's top administrative official, told CNN the Hindu man was hacked to death at Raikia.",Who is India's federal government calling upon to end the conflicts?,The stream comes to a stop rapidly.,What type of feature is formed when mountain streams in arid regions flow onto flatter land and the stream comes to a rapid stop?,Near the equator is the tropical zone.,What three climate zones can the earth be divided into?,"After explaining , Holly and Hughes go to the site to stop Campbell but it is too late and Aliens resurrect Yonggary .",What was Yonggary's behavior?,"The lower classes had no hope of gaining more than minimal wealth, while the upper classes found it crass, vulgar, and unbecoming of their sort to care about something as unseemly as money; many were virtually guaranteed wealth and took it for granted.",How were the American lower class's views of wealth and fine possessions different from those of the European lower class?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Hamilton also appears on the $500 Series EE Savings Bond.,What government issued items is Hamilton featured on?,"The 1933 double eagle, a $20 gold piece with a mysterious history that involves a president, a king and a Secret Service sting operation, was auctioned Tuesday last night for a record price for a coin, $7.59 million, nearly double the previous record.",How much did a 1933 double eagle sell for in auction on Tuesday night at Sotheby's in Manhattan?,Its 1997 final report did not discuss the possibility of suicide hijackings.,Which new danger to aviation was included in the 1997 Final Report,These unfortunate circumstances threatened to relegate Las Vegas to the status of a small desert community that could no longer support its 3000 residents.,What circumstances threatened to relegate Las Vegas to the status of a small desert community that could no longer support its 3000 residents?,"Elsewhere in the White House, a series of 9:00 meetings was about to begin.",What was the White House response to the initial reports of the crash?,Drumlins often occur in groups.,What are drumlin fields?,Johnny then thinks that he needs money when the ice cream truck comes.,How long did Johnny wait outside for an ice cream truck?,Bin Ladin also relies heavily on the Egyptian writer Sayyid Qutb.,"Who claimed that the world was beset with barbarism, licentiousness, and unbelief","The band starts coming together , and Percy even manages to set up their first gig in a club where blues legend B.B. King often performs .",Who helps Richie and Kevin?,This action increases blood flow to the body surface.,What increases blood flow to the body's surface?,"The horses were unsaddled and picketed, Dave and Joe taking care themselves to unload the three packed ponies, and that the flat bags, over which blankets had been stuffed, should not be noticed.",What happened to the gold?,Waves are the way energy travels through matter.,How does energy travel through matter and water?,"The Persian king no longer controlled his own destiny, and was taken prisoner by Bessus, his Bactrian satrap and kinsman.",What three things did Bessus and Spitamens have in common?,"ATLANTA, Georgia (CNN) -- On a plot of soil, nestled against the backdrop of skyscrapers in downtown Atlanta, Georgia, a group of residents are turning a lack of access to fresh produce into a revival of old traditions and self-empowerment.",What actions are a group of residents performing in an effort to connect African Americans with the earth?,"A 2002 survey ranked Bandura as the fourth most-frequently cited psychologist of all time, behind B. F. Skinner, Sigmund Freud, and Jean Piaget, and as the most cited living one.",How old was Bandura when he was ranked as the fourth most-frequently cited psychologist of all time?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",The company said that because of softening sales it isn't in compliance with requirements that it maintain $3 million in working capital.,What company reported softening sales?,"When her mom first made it, it was white.",Who made Joey?,"He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring-time meals in the middle of winter.",What did papa preserve?,Precipitation can be high due to the moisture in the air.,How would a coastal climate be characterized?,"The second was an unfinished novel, The First Man (1995), which Camus was writing before he died.",What was the topic of the unfinished novel?,Her mommy asked the worker to take the puppy out so that Shelly could make sure.,How did Shelly decide which puppy was the right one for her?,"On a national level, however, the FBI never used the information to gain a systematic or strategic understanding of the nature and extent of al Qaeda fundraising.",Which U.S. agency failed to connect the dots collected by a number of field offices concerning al Queda fundraising?,The dermis is the inner layer of skin.,Why might the dermis hurt when skin is cut?,"We have found no evidence that the Hamburg cell members (Atta, Shehhi, Jarrah, and Binalshibh) received funds from al Qaeda before late 1999.",Who supported themselves before late 1999?,There are a couple of reasons a rock may move.,What forces cause rocks to move?,If light travels straight into a new substance it is not bent.,Does light always bend as it travels into a new medium?,In its richness of sculpture it is one of the masterpieces of Gothic architecture in England.,What has the richness of sculpture and is masterpiece of Gothic style in England?,"The next day, Joey did not brush his teeth and told his mom that he did.",Why didn't Joey like to brush his teeth?,"At that , Richie , a cocky teenager , stands up and screams Madman Marz , throwing a rock into his old house , smashing a window .",How did the teenager awaken Marz?,One scheming young man sees the opportunity to build Dr. Barnett as the head of a cult centered around the use of LSD .,Who is the person using voice his support of the hippie community and cult centered around the use of LSD?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Also, large curves in the stream form.",True or false. Meanders are large curves in a slow moving stream.,"Second, you need to know how long it takes to travel that far.",What two things do you need to know to determine speed?,Can some mutations be good for a living thing?,What are mutations good for?,This force formed the smallest moons.,What created the Sun and moon?,But we're talking about people in long-term relationships.,"But we're talking about people in long-term relationships. They may have children in common. It's pretty hard to say, Never speak again.","She opened one of the little folded papers and looked at the fine white powder it contained, took a little on the end of her finger and tasted it.",What type of paper was the second medicine wrapped?,"However, Alexander met with resistance at Gaza.",Why was Alexander met with resistance Gaza after it fell?,"After more than a year of effort, attorneys with Northwest Justice Project earlier this week told 25 families in a mobile home park here that they can keep their homes and no longer need to fear eviction.",The Mobile Park Plaza mobile home park would have closed without the help of whom?,"This is a very sad and tragic event, Kanawha County Commissioner Kent Carper said.",What sad and tragic event occurred in Kanawha County?,And it comes with a cost and it comes with a bill .,What does Roy Barnes think about the privilege of practicing law?,He tried thereafter to pay more attention to his Spanish constituency.,What forced Charles V to pay more attention to Spanish constituency?,Wave height is also called amplitude.,What is the vertical distance between a crest and a trough?,Beverly and Mrs. Brody forbids Debbie from hanging out with Curtis and Steven .,What actions does Beverly take after discovering that her sister is a killer?,They include the ocean floor and Earths deep ocean trenches.,What are ocean basins?,Soon Sweetwater realised that his work was over for the night and planned to leave.,What question needed to be answered before Sweetwater could leave?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","This meant that the failure of any one layer of security would not be fatal, because additional layers would provide backup security.",What was the layered system of defense and why did it fail prior to 9/11?,The length of time the wind blows 3.,What determines the size of an ocean wave?,"The Ottoman Empire was weakening, however, and in 1821, the peoples of the Greek mainland achieved nationhood for the first time.",What nationhood were the Cyclades and the Sporades island chains included in?,"Eight bidders were joined by 500 coin collectors and dealers in an auction house audience seemingly devoid of celebrity bidders, while an additional 534 observers followed the bidding on eBay.",How many bidders were bidding on the coin during the nine minute auction?,"He is known as the originator of social learning theory and the theoretical construct of self-efficacy, and is also responsible for the influential 1961 Bobo doll experiment.",Who is the originator of social learning theory?,Water from the melting ice may form lakes or other water features.,What are kettle lakes?,Percy Price is a local legend on the saxophone .,Who is the local saxophone legend that kids used to listen to practicing at night when they were growing up?,"It's almost like it's a renaissance, says Cashawn Myers, director of HABESHA Inc. There's a Ghanaian proverb that says Sankofa.",Why does Cashawn Myers feel Urban Farming as  its almost like a renaissance and a way to reconnect with the past and grow?,"At the White House, Vice President Dick Cheney had just sat down for a meeting when his assistant told him to turn on his television because a plane had struck the NorthTower of the World Trade Center.",Where were the President and Vice President when the aircraft hit the Twin Towers on 9/11?,Alexander buried Darius' remains next to his Achaemenid predecessors in a regal funeral.,Who was the last ruler of the Achaemenid Empire?,"On one hot summer day, Johnny is outside his house playing with his dog.",How many times did Johnny hear the ice cream truck?,The heat is then able to radiate off the body.,What happens when the heat reaches the surface of your skin?,"Thence they traveled together to Santa Fe, and then hired a wagon and joined a large caravan going across the plains east.",What towns did Dave and Joe travel through?,"For others, he offers simplistic conspiracies to explain their world.",What two aspects of Bin Laden's message attract followers?,The first postage stamp to honor Hamilton was issued by the U.S. Post Office in 1870.,What money is Hamilton currently on?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Dr. Campbell comes into the tent and sends Dr. Hughes off .,What do Dr. Hughes and Dr. Campbell explore?,Temperatures there tend to be mild.,What is the temperature zone known for?,"Legislatures abolished primogeniture and entails, resulting in more widely distributed land holdings.",Why were the children of American elites more equal to non-elite children than were the children of European elites?,"They believed that He was coming again in a very little while during their own life-time, in a few months or years, to make an end of the world and to judge the quick and the dead.",Who believed that He was coming again?,"With help from the assistant curator , Sarah opens the box and finds the cloak , a dagger , and three statues representing the three witches .",What powerful group do the statues represent?,"It's also going to make our economy hum over the long haul, said the president.",Is President Obama's plan beneficial in the short run or long run?,"Locker-Lampson also submitted a bill to parliament to extend British citizenship to Einstein, during which period Einstein made a number of public appearances describing the crisis brewing in Europe.",Why did Einstein accept an offer from the Princeton Institute for Advanced Studies in the U.S. instead of staying in England?,A delta is shaped like a triangle.,When is a delta formed?,An object has potential energy because of its position.,What is an example of potential energy?,"Deborah has blonde hair, and Billy and Sally's father, Bob, has brown hair.","Which child has the same hair color as the mother, Deborah?","The latest attacks occurred on a day when India's federal government called upon the state administration to take effective, focused and firm measures to control the conflicts.",Who is India's federal government calling upon to end the conflicts?,Where does the energy of motion come from?,What type of energy is created by position?,"He then returned to a holding room shortly before 9:15, where he was briefed by staff and saw television coverage.",How much time elapsed between when the President learned about the attack and when he returned to a holding room for a briefing?,"Hamilton argued that the natural faculties of blacks were as good as those of free whites, and he warned that the British would arm the slaves if the patriots did not.",Why does Chernow suspect Hamilton saw the Revolution and abolition as inseparable?,"After killing the local priest , a voodoo curse begins to raise the dead to feed on the living in retribution .",Who kills the local priest?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Obama hopes to work with Congress to enact an up-front investment of $50 billion -- an amount a White House statement said would represent a significant chunk of new spending on infrastructure.,The framework to improve transportation spending congress is being asked for would cost how much?,"Twenty-three civilians, excluding police, have died in the Hindu-Christian violence in Kandhamal this month, according to the administrator.",At least how many civilians have died in Orissa state this month in the Hindu-Christian violence?,"Locker-Lampson took Einstein to meet Winston Churchill at his home, and later, Austen Chamberlain and former Prime Minister Lloyd George.",A meeting between which two figures directly led to the Allies' technology outpacing the Germans?,"And as they waited for His coming, one generation after another, and yet He did not come, a sadness fell upon them.",Why did Christ seem to have left the world?,The stream comes to a stop rapidly.,What might you find when a mountain stream flows onto flatter land and comes to a rapid stop in arid regions?,The first climate zone is the polar zone.,What is the polar zone?,Both are types of mechanical energy.,What types of energy do a moving ball or flying arrow have?,"Michael visits the Cardinal who sent him the urn only to find out that , shortly after mailing the urn to him , he had a severe stroke and is now in a coma .",What does the urn contain?,"Two years later , Campbell and his assistant Holly are digging up the bones of Yonggary , a gargantuan dinosaur 50 times the size of a tyrannosaurus rex .",Who was Yonggary associated with?,The leaves turn color.,What happens to trees in autumn?,Chernow notes how the membership soon included many of Hamilton's friends and associates.,Give at least two examples that support Hamilton's pro-abolotionist views.,A group of researchers at a remote jungle island outpost discover the natives are practicing voodoo and black magic .,What form of transportation does Jenny use to reach the remote jungle island years later?,"He then returned to a holding room shortly before 9:15, where he was briefed by staff and saw television coverage.",Who went to a holding room shortly before 9:15,"At the same time in America, workers would see people fashioned in exquisite attire and merely proclaim that through hard work they too would soon possess the fortune necessary to enjoy such luxuries.",How were the American lower class's views of wealth and fine possessions different from those of the European lower class?,\tabBilly has blonde hair.,Billy has blonde hair like who?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Three basic themes emerge from Qutb's writings.,What are the basic themes of Qutb's writings?,"When American 11 struck the World Trade Center at 8:46, no one in the White House or traveling with the President knew that it had been hijacked.","What airplane crash did most federal agencies learn about through CNN, rather than their own internal reporting channels?","In 1996, a presidential commission on aviation safety and security chaired by Vice President Al Gore reinforced the prevailing concern about sabotage and explosives on aircraft.",What name was given to the presidential commission chaired by Al Gore?,"The portrayals on the 1870 and 1888 issues are from the same engraved die, which was modeled after a bust of Hamilton by Italian sculptor Giuseppe Ceracchi The Hamilton 1870 issue was the first US Postage stamp to honor a Secretary of the Treasury.","Since 1870, which two artists have produced renderings of Hamilton's likeness for US currency and postage stamps?",He is very hot and wants to have some ice cream.,Why does Johnny want some ice cream,Figure 2.52 shows ocean waves crashing against rocks on a shore.,How do ocean waves behave?,The Cyclades and the Sporades island chains were also included in this new state.,What new state were the Cyclades and the Sporades island chains included?,"Kenneth MacAlpin, who ruled as king of Scots at Dunadd, acquired the Pictish throne in 843, uniting Scotland north of the River Forth into a single kingdom.",When and who was Scotland invaded by?,"He is known as the originator of social learning theory and the theoretical construct of self-efficacy, and is also responsible for the influential 1961 Bobo doll experiment.",Was the Bobo Doll experiment used to develop social learning theory?,Sankofa means return to your past so you can move forward.,What is Sankofa and what does it mean?,"However , annoyed with the music during a customer s funeral , Alderman Waller orders Mr. Moss to fire Percy , and the group must find a new place to practice .",What makes group find a new place to practice?,A kettle lake occurs where a chunk of ice melt as they are left behind as a glacier retreats.,What are kettle lakes?,"In an unprecedented move, the auction proceeds were split by the U.S. Mint and a London coin dealer, Stephen Fenton, who had won that right in court after having been arrested by Secret Service agents for trying to sell the coin in the Waldorf-Astoria Hotel in Manhattan in 1996.",Who profited off of the 1933 double eagle sale?,"He claimed that, while dying, Darius had named him as his successor to the Achaemenid throne.",Which two men claimed to be Darius's successors?,It keeps the body cool in two ways.,In how many ways does the skin help maintain body temperature?
